Họ và tên,Tuổi,Chiều cao (cm),Cân nặng (kg),Vị trí thi đấu,Quốc tịch,Chỉ số tổng thể,Tiềm năng phát triển,Giá trị chuyển nhượng (euro),Lương (euro)
JesÃ©,26,152.4,72.1,"LM,ST",Spain,76,77,9000000,59000
A. TourÃ©,25,187.96,83.9,"CDM,CM",France,76,79,8000000,20000
J. Sosa,33,152.4,71.2,"CM,CAM",Argentina,76,76,4500000,30000
S. Langkamp,31,190.5,84.8,CB,Germany,76,76,5500000,24000
V. Germain,28,154.94,73,ST,France,76,76,8000000,46000
E. Ã‡olak,27,170.18,67.1,"CAM,RM",Turkey,76,76,8000000,25000
Juanmi,25,172.72,68.9,"LW,ST,LM,CAM",Spain,76,79,9500000,27000
D. Zurutuza,32,185.42,78.9,"CM,CDM",France,76,76,6500000,26000
J. Hopf,31,193.04,93.9,GK,Sweden,76,76,4700000,17000
M. Holgate,22,182.88,74.8,"CB,RB",England,76,82,9000000,50000
G. Escalante,25,182.88,74.8,"CDM,CM",Argentina,77,82,10000000,21000
M. Weiser,24,152.4,71.2,"RB,RM",Germany,77,82,10000000,43000
A. SchÃ¶pf,25,152.4,73.9,"RM,RWB,RW,CM",Austria,77,80,11500000,27000
Aleix Vidal,29,152.4,69.9,"RB,RM",Spain,77,77,7000000,17000
P. Schick,23,185.42,73,"ST,CF,RW",Czech Republic,77,85,13500000,53000
S. Berge,21,195.58,93.9,"CDM,CM",Norway,77,86,12000000,12000
D. Janmaat,29,185.42,79.8,"RB,RWB",Netherlands,77,77,7000000,50000
OtÃ¡vio,24,175.26,73,CDM,Brazil,77,82,10000000,32000
G. GonzÃ¡lez,31,185.42,77.1,CB,Costa Rica,77,77,6500000,30000
C. Ansaldi,32,154.94,76.2,"LM,LB",Argentina,77,77,8000000,55000
F. Andone,25,154.94,78,ST,Romania,77,81,11500000,49000
TozÃ©,26,165.1,68,"RM,CAM,CM",Portugal,77,78,10500000,12000
B. Natcho,31,152.4,74.8,"CM,CDM",Israel,77,77,8000000,1000
A. BarÃ¡k,24,190.5,86.2,"CM,CAM",Czech Republic,77,84,12500000,24000
N. DomÃ­nguez,28,182.88,81.2,"CDM,CB",Argentina,77,78,8000000,21000
F. HiguaÃ­n,34,172.72,74.8,CAM,Argentina,77,77,5500000,10000
L. Podolski,33,182.88,83,"CAM,ST",Germany,77,77,5500000,10000
D. Kohr,25,185.42,81.2,"CDM,CM",Germany,77,80,9500000,43000
R. Funes Mori,28,185.42,78.9,"CB,CM",Argentina,77,78,8500000,28000
J. Maidana,33,185.42,79.8,CB,Argentina,77,77,5000000,24000
Bruno Viana,24,187.96,78.9,CB,Brazil,77,83,10500000,12000
C. OrtÃ­z,30,175.26,69.9,"CDM,CM",Paraguay,77,77,7000000,43000
F. Grillitsch,23,187.96,77.1,"CM,CDM",Austria,77,82,11500000,30000
F. Orellana,33,167.64,64,"RM,CAM,LM",Chile,77,77,7000000,24000
S. Lainer,26,175.26,73,RB,Austria,77,79,9000000,32000
Vieirundinho,31,187.96,83.9,CB,Brazil,77,77,6500000,18000
AngeliÃ±o,22,175.26,68.9,LB,Spain,77,83,10500000,11000
J. Cork,29,182.88,74.8,CM,England,77,77,8500000,54000
G. Clichy,33,175.26,64.9,LB,France,77,77,4900000,24000
O. Abdulrahman,27,172.72,59.9,CAM,United Arab Emirates,77,78,10500000,39000
D. Latza,29,152.4,76.2,"CM,CDM",Germany,77,77,9000000,30000
TomÃ¡s Pina,31,185.42,74.8,"CM,CDM",Spain,77,77,8000000,25000
D. Buonanotte,30,160.02,57.2,CAM,Argentina,77,77,8500000,12000
Jony,27,152.4,76.2,"LM,RM",Spain,77,77,9500000,12000
Sergio,32,152.4,74.8,GK,Spain,77,77,5500000,18000
I. RadovanoviÄ‡,30,187.96,79.8,"CDM,CM,CB",Serbia,77,77,7000000,18000
E. Ãœnal,21,185.42,74.8,ST,Turkey,77,83,12500000,26000
F. Cartabia,26,170.18,64.9,"RM,ST,CAM",Argentina,77,78,10500000,12000
P. Max,25,152.4,77.1,"LB,LWB",Germany,77,80,9500000,20000
F. Kamano,22,175.26,77.1,"LW,LM",Guinea,77,82,12000000,39000
G. Ochoa,33,185.42,78,GK,Mexico,77,77,5000000,13000
M. Doherty,27,182.88,88.9,RWB,Republic of Ireland,77,78,8500000,58000
S. Aziz,28,182.88,78.9,CB,Turkey,77,79,8500000,54000
L. Augustinsson,24,154.94,72.1,LB,Sweden,77,82,10000000,22000
Carlos Eduardo,29,182.88,73.9,"CAM,ST,CF,CM",Brazil,77,77,9000000,41000
M. JÃ¸rgensen,28,190.5,84.8,CB,Denmark,77,79,8500000,45000
Sidcley,25,175.26,74.8,"LB,LM",Brazil,77,80,9000000,1000
L. Acosta,24,160.02,60.8,"CAM,CM",Argentina,77,81,11500000,8000
I. Bebou,24,182.88,77.1,"RM,ST",Togo,77,81,11500000,30000
K. Mbabu,23,182.88,83,RB,Switzerland,77,83,10000000,19000
A. Delort,27,154.94,83,"ST,RW",France,77,78,10500000,32000
Cote,29,182.88,77.1,LB,Spain,77,77,7000000,23000
V. Fischer,24,154.94,79.8,"LM,ST",Denmark,77,81,11500000,20000
P. Herrmann,28,152.4,69.9,"RM,RW",Germany,77,77,9500000,29000
J. Villar,41,154.94,84.8,GK,Paraguay,77,77,,
K. Mitroglou,30,187.96,86.2,ST,Greece,77,77,8500000,47000
A. Ayew,29,175.26,72.1,"RM,ST",Ghana,77,77,9000000,32000
Danilo,34,185.42,76.2,CB,Brazil,77,77,2700000,26000
F. Mancuello,29,175.26,69.9,"CAM,CM,LM",Argentina,77,77,8500000,27000
F. Ferreyra,27,185.42,78,ST,Argentina,77,78,10500000,14000
K. Mbodji,29,193.04,92.1,CB,Senegal,77,77,7000000,21000
E. Bardhi,23,172.72,64,"CM,LM,CAM",FYR Macedonia,77,83,12000000,22000
Varela,31,185.42,88,CB,Cape Verde,77,77,6500000,1000
D. Upamecano,20,185.42,83,CB,France,77,88,13000000,18000
E. GutiÃ©rrez,23,154.94,73.9,CM,Mexico,77,85,13000000,15000
M. Lang,28,185.42,78.9,"RB,RM",Switzerland,77,77,7500000,26000
S. Boufal,25,175.26,67.1,"LM,LW",Morocco,77,80,11500000,41000
J. Martin,28,182.88,69.9,"CM,CAM",France,77,77,9000000,22000
W. Hughes,23,185.42,73.9,"CAM,RM,CM",England,77,83,12000000,45000
G. Shibasaki,26,175.26,62.1,"CAM,ST,CDM",Japan,77,80,11000000,24000
D. van de Beek,21,182.88,73.9,"CAM,CM",Netherlands,77,83,12500000,14000
N. PejÄinoviÄ‡,31,185.42,79.8,"CB,RB",Serbia,77,77,6500000,13000
Douglas,36,187.96,87.1,GK,Brazil,77,77,2100000,6000
J. Guidetti,26,185.42,78.9,ST,Sweden,77,80,11000000,27000
J. Augustin,21,152.4,68.9,ST,France,77,85,13500000,39000
J. Lukaku,24,152.4,86.2,"LM,LB",Belgium,77,81,11500000,39000
Laguardia,29,185.42,74.8,CB,Spain,77,78,8000000,24000
N. Gudelj,27,187.96,73,"CDM,CM",Serbia,77,79,9000000,18000
N. JÃ¸rgensen,28,190.5,83,ST,Denmark,77,77,9500000,17000
E. Gigliotti,31,187.96,81.2,ST,Argentina,77,77,8000000,28000
Marc Roca,22,182.88,73.9,"CDM,CM",Spain,77,87,12500000,18000
M. Wolf,23,187.96,82.1,"RM,CM,LM,RB",Germany,77,81,11500000,41000
FÃ¡bio CoentrÃ£o,30,152.4,66.2,"RW,LB",Portugal,77,77,8500000,12000
MaurÃ­cio,30,154.94,78,CDM,Brazil,77,77,7000000,1000
C. TÃ©vez,35,170.18,79.8,"CAM,ST",Argentina,77,77,4500000,24000
Oriol Romeu,27,182.88,83,"CDM,CM",Spain,77,79,9000000,43000
Jordi Masip,30,154.94,76.2,GK,Spain,77,77,6000000,17000
F. Caicedo,30,182.88,82.1,ST,Ecuador,77,77,9000000,51000
G. Paletta,33,190.5,79.8,CB,Italy,77,77,5000000,20000
P. Cutrone,21,182.88,78,ST,Italy,77,89,16000000,62000
M. LayÃºn,30,154.94,76.2,"RB,LB,LM,RM",Mexico,77,77,6500000,41000
Wendell,25,152.4,72.1,LB,Brazil,77,80,9500000,43000
D. Selke,24,193.04,82.1,ST,Germany,77,83,12500000,27000
O. YokuÅŸlu,24,190.5,86.2,"CDM,CB",Turkey,77,83,10500000,19000
P. HÃ¸jbjerg,23,185.42,83.9,"CM,CDM",Denmark,77,82,11500000,41000
D. Origi,23,185.42,74.8,"ST,LW,RM",Belgium,77,82,12000000,83000
G. Dzhikiya,25,187.96,86.2,CB,Russia,77,83,10500000,1000
D. Zakaria,22,190.5,79.8,"CM,CDM",Switzerland,77,85,13000000,21000
S. Ristovski,27,154.94,72.1,"RB,RW",FYR Macedonia,77,78,8500000,13000
L. Chichizola,28,185.42,79.8,GK,Argentina,77,78,7000000,19000
A. McCarthy,29,193.04,78.9,GK,England,77,78,7000000,37000
Alan Carvalho,29,182.88,74.8,"ST,LW",Brazil,77,77,9000000,23000
De TomÃ¡s,24,154.94,72.1,ST,Spain,77,84,12500000,115000
Rafael Carioca,29,152.4,72.1,"CM,CDM",Brazil,77,77,8500000,54000
G. Murray,35,182.88,79.8,ST,England,77,77,4700000,51000
Vallejo,22,182.88,78.9,CB,Spain,77,84,11000000,76000
R. De Paul,24,152.4,69.9,"LW,RW,CF",Argentina,77,83,12000000,27000
F. Mollet,27,170.18,67.1,"CAM,CM",France,77,78,10500000,27000
M. DembÃ©lÃ©,22,182.88,73.9,ST,France,77,83,12500000,46000
A. MarchesÃ­n,30,187.96,84.8,GK,Argentina,77,77,5500000,43000
R. Inglese,27,185.42,84.8,ST,Italy,77,77,9500000,60000
Douglas Santos,24,175.26,69.9,LB,Brazil,77,81,9500000,13000
A. DragoviÄ‡,28,185.42,88,CB,Austria,77,77,7500000,50000
L. Spinazzola,25,185.42,74.8,"LM,LB",Italy,77,80,11000000,80000
E. BiÄakÄiÄ‡,29,185.42,84.8,CB,Bosnia Herzegovina,77,77,7000000,33000
M. Schmelzer,31,154.94,73.9,LB,Germany,77,77,6500000,43000
J. dos Santos,28,172.72,73,"CM,RM",Mexico,77,77,9000000,10000
V. Grifo,25,154.94,76.2,LM,Italy,77,79,11000000,33000
V. Vasin,30,193.04,83,CB,Russia,77,77,7000000,1000
E. Pulgar,25,185.42,83,"CDM,CM",Chile,77,82,10000000,26000
Formosandrinho,27,152.4,72.1,"ST,CF",Brazil,77,77,9500000,26000
S. Sanogo,29,182.88,81.2,"CDM,CM",Ivory Coast,77,77,7000000,37000
C. Wood,27,187.96,92.1,ST,New Zealand,77,78,10500000,56000
F. Lustenberger,30,154.94,69.9,"CB,CDM",Switzerland,77,77,6500000,26000
G. RodrÃ­guez,23,185.42,79.8,"CDM,CM",Argentina,77,80,9500000,46000
L. Klostermann,22,187.96,83,"RB,LB",Germany,77,83,10000000,37000
Pedro Henrique,26,190.5,88,CB,Brazil,77,82,10000000,11000
A. Donatti,32,193.04,86.2,CB,Argentina,77,77,6000000,20000
Pablo,27,187.96,86.2,CB,Brazil,77,78,8500000,37000
A. Mehmedi,27,182.88,78,"CAM,LM,RM,CF",Switzerland,77,78,10000000,43000
C. SÃ¡nchez,33,182.88,82.1,"CDM,CB",Colombia,77,77,5000000,65000
R. Gurtner,32,182.88,82.1,GK,France,77,77,5500000,15000
JÃ´,31,187.96,78,ST,Brazil,77,77,8000000,11000
H. PÃ©rez,30,154.94,71.2,"RM,LM",Paraguay,77,77,8500000,29000
J. Aquino,29,167.64,62.1,LM,Mexico,77,77,9000000,54000
J. McCarthy,28,154.94,72.1,"CDM,CM",Republic of Ireland,77,77,7500000,74000
G. Sio,29,154.94,79.8,ST,Ivory Coast,77,77,,
Munir,23,175.26,68.9,"ST,RW",Spain,77,83,12500000,17000
MarÃ§al,30,152.4,73.9,"LB,CB",Brazil,77,77,6500000,54000
M. Albrighton,29,175.26,73.9,"RM,LM",England,77,77,9000000,64000
D. Basta,34,182.88,72.1,"RB,RM",Serbia,77,77,3400000,41000
Mata,30,187.96,78,ST,Spain,77,77,9000000,27000
I. Sarr,21,185.42,76.2,"LM,RM,ST",Senegal,77,88,15500000,24000
M. ZÃ¡rate,31,175.26,77.1,"ST,CF,CAM,LM",Argentina,77,77,8000000,26000
L. Tonelli,29,182.88,78,CB,Italy,77,78,8000000,53000
A. Poli,29,182.88,77.1,CM,Italy,77,77,9000000,34000
Montoya,27,175.26,73,RB,Spain,77,78,8000000,43000
R. Sambueza,35,175.26,72.1,"RM,LM",Argentina,77,77,4500000,31000
D. Kuzyaev,26,182.88,73.9,"CM,CDM,RM",Russia,77,80,,
R. Soriano,28,182.88,76.2,"LM,CM,CAM",Italy,77,77,9500000,31000
A. Izzo,27,182.88,78,CB,Italy,77,82,10000000,38000
B. Bourigeaud,25,152.4,68,"LM,RM,CM",France,77,80,11500000,28000
N. Chadli,29,187.96,84.8,"LM,RM,LW",Belgium,77,77,9000000,62000
J. Sand,38,185.42,82.1,ST,Argentina,77,77,3200000,17000
S. MeÃ¯tÃ©,24,187.96,79.8,"CM,CDM",France,77,80,11000000,37000
M. Pereira,34,172.72,73,RB,Uruguay,77,77,2500000,13000
T. RincÃ³n,31,152.4,76.2,"CM,CDM",Venezuela,77,77,8000000,42000
F. KrovinoviÄ‡,23,152.4,69.9,"CAM,CM",Croatia,77,83,12000000,11000
A. Miranchuk,23,182.88,73.9,"CAM,ST",Russia,77,82,12000000,1000
R. Klavan,33,187.96,84.8,CB,Estonia,77,77,5000000,30000
T. Chandler,28,182.88,82.1,"RB,RWB,RM,LWB",United States,77,77,7000000,33000
D. Garmash,28,185.42,74.8,"CM,CAM,LM",Ukraine,77,77,9000000,1000
P. Diop,32,152.4,77.1,"CDM,CM",Senegal,77,77,5000000,22000
R. Ãbila,29,152.4,93,ST,Argentina,77,77,9000000,27000
A. Å½ivkoviÄ‡,22,170.18,68,"LW,CM",Serbia,77,84,12500000,11000
E. Giaccherini,33,167.64,59.9,"LW,CM",Italy,77,77,5500000,20000
A. Bertolacci,28,152.4,74.8,"CM,CDM",Italy,77,77,9000000,75000
A. Ekdal,29,185.42,74.8,"CM,CDM",Sweden,77,77,9000000,37000
K. Huntelaar,35,185.42,83,ST,Netherlands,77,77,4700000,20000
R. CenturiÃ³n,26,175.26,73.9,"LM,RM,CAM",Argentina,77,78,10500000,21000
D. SuÃ¡rez,30,172.72,68,RB,Uruguay,77,77,6500000,22000
Victor SÃ¡nchez,31,175.26,72.1,"CDM,CM,RB,RM",Spain,77,77,6500000,26000
LuÃ­s Neto,30,187.96,71.2,CB,Portugal,77,77,,
S. AscacÃ­bar,22,167.64,69.9,CDM,Argentina,77,84,11000000,22000
J. Valdivia,35,172.72,71.2,CAM,Chile,77,77,4500000,10000
Arbilla,31,152.4,76.2,"CB,RB,LB",Spain,77,77,6000000,22000
S. Lichtsteiner,35,182.88,76.2,"RB,CB,RWB",Switzerland,77,77,2500000,79000
Juan Jesus,27,185.42,83,"CB,LB",Brazil,77,77,7500000,51000
A. Ogbonna,30,190.5,86.2,CB,Italy,77,77,6500000,65000
V. Darida,28,170.18,64,"CM,CAM,CDM",Czech Republic,77,77,9000000,29000
M. Plattenhardt,27,154.94,76.2,"LB,LM",Germany,77,78,8500000,26000
P. GroÃŸ,27,154.94,78,"CAM,CM",Germany,77,78,10000000,47000
O. Wendt,33,154.94,82.1,"LB,LM",Sweden,77,77,4900000,26000
Jonatan Soriano,33,154.94,72.1,"ST,CF",Spain,77,77,7000000,42000
R. Freuler,26,154.94,77.1,CM,Switzerland,77,78,10500000,28000
Gazzolisco,31,185.42,73,"LB,LM",Brazil,77,77,6500000,26000
P. PÃ©rez,33,175.26,79.8,CM,Argentina,77,77,6500000,22000
L. Cook,22,175.26,71.2,CM,England,77,84,12500000,44000
Mario Hermoso,23,182.88,73.9,"CB,LB",Spain,77,85,11500000,22000
Garry Rodrigues,28,172.72,69.9,"LM,RM,LW",Cape Verde,77,77,9500000,39000
Bruno,28,185.42,86.2,CB,Spain,77,78,8000000,23000
D. Welbeck,28,185.42,73,"LW,ST,LM",England,77,77,9500000,95000
E. Akbaba,26,154.94,73,"CAM,CM,CDM",Turkey,77,80,11000000,51000
Javi Fuego,35,182.88,73.9,"CDM,CM",Spain,77,77,2700000,28000
G. Bou,29,152.4,79.8,ST,Argentina,77,77,9000000,26000
M. Ritchie,29,172.72,76.2,"RM,LWB",Scotland,77,77,9000000,49000
M. Gabbiadini,27,154.94,74.8,ST,Italy,77,78,10500000,38000
M. Carcela-GonzÃ¡lez,29,175.26,67.1,"CAM,RM,LM",Morocco,77,77,8500000,19000
K. El Ahmadi,34,154.94,71.2,"CDM,CM",Morocco,77,77,3600000,35000
J. Maddison,22,175.26,73,"CAM,LM",England,77,85,13000000,45000
F. Fabra,28,172.72,72.1,LB,Colombia,77,77,7500000,22000
N. GuzmÃ¡n,33,193.04,93.9,GK,Argentina,77,77,5000000,38000
V. Odjidja-Ofoe,30,182.88,78.9,"CM,CDM,CAM",Belgium,77,77,8500000,24000
Wendel,21,154.94,66.2,CM,Brazil,77,86,13500000,11000
T. Strobl,28,187.96,77.1,"CDM,CB",Germany,77,78,8000000,27000
C. Grenier,28,185.42,72.1,"CM,CDM,CAM",France,77,77,9000000,32000
S. Sydorchuk,27,187.96,79.8,"CM,CDM,CAM",Ukraine,77,78,10000000,1000
J. Hendrix,24,154.94,74.8,"CDM,CM",Netherlands,77,82,10000000,13000
J. Pinola,36,154.94,78.9,CB,Argentina,77,77,2100000,16000
M. Nakamba,25,175.26,78.9,"CDM,CM",Zimbabwe,77,81,10000000,19000
E. Choupo-Moting,29,190.5,91.2,"ST,LW",Cameroon,77,77,9000000,75000
E. Elia,32,175.26,77.1,"LM,LW",Netherlands,77,77,8000000,27000
Sergio GarcÃ­a,35,175.26,72.1,"ST,LM,LW,RW",Spain,77,77,4100000,23000
G. Hoarau,35,193.04,84.8,ST,France,77,77,4700000,26000
M. SuchÃ½,30,182.88,83.9,CB,Czech Republic,77,77,6500000,26000
M. Dossevi,31,172.72,64.9,"RM,RW",Togo,77,77,8500000,30000
R. Vormer,30,152.4,78.9,"CM,RM,CF",Netherlands,78,78,9500000,26000
J. Shelvey,27,182.88,79.8,"CM,CDM",England,78,79,12000000,50000
Gervinho,31,152.4,66.2,"LW,RW,ST",Ivory Coast,78,78,9000000,49000
Guilherme,33,195.58,94.8,GK,Russia,78,78,6000000,1000
J. Tomkins,29,193.04,73.9,CB,England,78,79,9000000,53000
R. Bertrand,29,152.4,84.8,"LB,LWB",England,78,78,8000000,48000
D. Abraham,32,187.96,83.9,CB,Argentina,78,78,7000000,33000
Daniel CarriÃ§o,30,154.94,79.8,"CB,CDM",Portugal,78,78,8000000,18000
N. Pallois,31,187.96,88.9,CB,France,78,78,7500000,26000
C. Tosun,27,182.88,78,ST,Turkey,78,79,12000000,95000
M. CÃ¡ceres,31,154.94,78,"CB,RB",Uruguay,78,78,7000000,44000
D. Srna,36,152.4,78,RB,Croatia,78,78,1200000,23000
Javi GarcÃ­a,32,185.42,82.1,"CDM,CM,CB",Spain,78,78,7000000,23000
J. Holebas,34,185.42,81.2,"LB,LWB",Greece,78,78,2900000,51000
A. Dzyuba,30,195.58,91.2,ST,Russia,78,78,,
K. Honda,32,182.88,73.9,"RM,CAM",Japan,78,78,8000000,12000
C. Bravo,35,182.88,79.8,GK,Chile,78,78,2400000,50000
Rafael TolÃ³i,28,185.42,74.8,CB,Brazil,78,80,10000000,27000
M. Schneiderlin,29,185.42,74.8,"CDM,CM",France,78,78,8500000,83000
M. Gradel,31,152.4,69.9,"LW,LM",Ivory Coast,78,78,10000000,35000
Sergi GÃ³mez,26,185.42,77.1,CB,Spain,78,83,11500000,17000
Jaume Costa,30,170.18,62.1,LB,Spain,78,78,7500000,30000
P. HernÃ¡ndez,32,185.42,81.2,"CM,CAM,CDM",Chile,78,78,9000000,24000
R. van Persie,35,187.96,71.2,"ST,CAM",Netherlands,78,78,5500000,18000
K. Mirallas,31,182.88,72.1,"LM,LW,ST",Belgium,78,78,10000000,87000
SÃ©rgio Oliveira,26,154.94,78,"CM,CDM",Portugal,78,81,12500000,1000
A. Mooy,28,172.72,72.1,"CM,CDM",Australia,78,78,10500000,50000
D. Baier,34,175.26,78,CDM,Germany,78,78,3100000,25000
D. PrÃ¶pper,27,185.42,78.9,CM,Netherlands,78,79,12000000,50000
T. Kongolo,25,187.96,69.9,"CB,LB",Netherlands,78,83,12000000,39000
J. Lascelles,25,187.96,88.9,CB,England,78,83,12000000,39000
T. Vilhena,24,175.26,71.2,CM,Netherlands,78,81,13000000,14000
A. Trebel,28,175.26,73.9,CM,France,78,79,11500000,23000
K. Fortounis,26,154.94,76.2,"CAM,LM",Greece,78,80,12500000,1000
K. Lala,27,152.4,78,"RWB,RB",France,78,79,10000000,20000
B. Reynet,28,185.42,84.8,GK,France,78,80,8500000,24000
S. GarcÃ­a,28,154.94,79.8,ST,Uruguay,78,78,11000000,20000
R. JimÃ©nez,27,190.5,81.2,ST,Mexico,78,79,12000000,15000
Bernat,26,170.18,67.1,"LB,LM",Spain,78,81,10500000,61000
F. Fajr,30,152.4,71.2,"CM,CDM,RM,LM",Morocco,78,78,10000000,28000
L. Castro,29,182.88,78,"CM,RM",Argentina,78,78,10000000,36000
A. Cragno,24,182.88,78,GK,Italy,78,84,10500000,21000
L. Pavoletti,30,187.96,84.8,ST,Italy,78,78,10500000,39000
V. ChiricheÅŸ,29,182.88,74.8,CB,Romania,78,78,8500000,57000
M. De Sciglio,26,182.88,78,"RB,LB",Italy,78,79,10000000,78000
D. Cheryshev,28,152.4,73.9,"LM,LW",Russia,78,78,11000000,33000
M. Arnold,24,182.88,73.9,"CM,CDM,CAM",Germany,78,83,13500000,40000
L. Trossard,24,172.72,67.1,LW,Belgium,78,82,13500000,18000
R. Olsen,29,195.58,86.2,GK,Sweden,78,78,7500000,46000
R. Fraser,25,162.56,69.9,"LM,LW",Scotland,78,81,13000000,55000
B. TraorÃ©,23,154.94,73,"ST,RW,RM",Burkina Faso,78,83,14000000,57000
Matheus,26,187.96,76.2,GK,Brazil,78,82,9500000,12000
Gabriel,25,187.96,82.1,"CM,CDM",Brazil,78,82,13500000,12000
B. Cristante,24,185.42,79.8,"CM,CDM,CAM",Italy,78,84,14000000,51000
H. Sakai,28,182.88,69.9,"RB,LB",Japan,78,78,8000000,44000
F. KostiÄ‡,26,182.88,82.1,"LM,LWB",Serbia,78,79,12500000,17000
Omar Mascarell,26,154.94,76.2,"CDM,CM",Spain,78,80,10500000,29000
G. Laborde,24,154.94,78,ST,France,78,83,14000000,28000
M. Halstenberg,27,187.96,82.1,LB,Germany,78,79,10000000,45000
D. Berardi,24,182.88,72.1,"RW,ST",Italy,78,83,14000000,50000
RubÃ©n PeÃ±a,27,170.18,64.9,"RB,RM",Spain,78,79,10000000,23000
Bruma,24,172.72,69.9,"CAM,LM",Portugal,78,82,13500000,43000
Pere Pons,26,152.4,69.9,"CM,CDM",Spain,78,81,13000000,31000
O. Vlachodimos,24,187.96,77.1,GK,Greece,78,85,10500000,9000
M. Meyer,23,172.72,68,"CM,LM",Germany,78,82,13500000,48000
R. Gagliardini,24,190.5,77.1,"CDM,CM",Italy,78,82,11500000,46000
P. Sisto,24,172.72,68.9,"LW,LM",Denmark,78,84,14000000,25000
Ricardo Esgaio,25,172.72,68,"RM,RB",Portugal,78,80,12500000,16000
M. Lemina,25,182.88,84.8,"CM,CDM",Gabon,78,83,13500000,44000
W. Cyprien,24,154.94,74.8,"CM,CDM",France,78,83,13500000,30000
N. Stark,23,190.5,81.2,"CB,CDM",Germany,78,84,12000000,24000
N. Bentaleb,24,187.96,78,"CM,CDM",Algeria,78,83,13500000,29000
D. Laxalt,26,152.4,68,LM,Uruguay,78,79,12500000,76000
Bastos,27,154.94,77.1,CB,Angola,78,79,10000000,44000
M. Meza,26,154.94,76.2,"CAM,LM,RM",Argentina,78,79,12500000,46000
G. Simeone,23,154.94,81.2,ST,Argentina,78,85,15000000,53000
D. DjenÃ©,27,175.26,71.2,CB,Togo,78,81,11000000,23000
R. Battaglia,27,187.96,78.9,"CM,CDM",Argentina,78,79,12000000,15000
A. Sanabria,23,154.94,73.9,ST,Paraguay,78,85,15000000,25000
J. Denayer,23,182.88,79.8,CB,Belgium,78,85,12500000,47000
Y. Mina,24,195.58,93.9,CB,Colombia,78,85,12500000,68000
N. Elvedi,22,187.96,78,"CB,RB,LB",Switzerland,78,84,12000000,20000
Petros,29,154.94,77.1,"CM,CDM",Brazil,78,78,10000000,43000
R. Aguilar,25,172.72,71.2,"RWB,RB",France,78,82,11000000,25000
O. Al Soma,29,190.5,86.2,ST,Syria,78,78,10500000,47000
Granell,30,175.26,69.9,CM,Spain,78,78,10000000,33000
W. Weghorst,26,198.12,83.9,ST,Netherlands,78,80,13000000,48000
A. MaruÅ¡iÄ‡,26,185.42,84.8,RM,Montenegro,78,78,11500000,46000
Borja Iglesias,26,187.96,86.2,ST,Spain,78,81,13000000,31000
N. Barella,22,172.72,68,CM,Italy,78,88,16500000,26000
Joan JordÃ¡n,24,182.88,73.9,"CM,CDM,CAM",Spain,78,83,13500000,22000
Diogo Jota,22,152.4,73,"LW,ST",Portugal,78,86,15500000,56000
J. Gomez,21,187.96,77.1,"CB,RB",England,78,88,14500000,61000
N. Amiri,22,154.94,73,"CAM,CM",Germany,78,85,14500000,27000
A. Golovin,22,154.94,68.9,"CM,CAM,CF",Russia,78,84,14000000,55000
Trezeguet,24,152.4,78,"LM,CAM,RM",Egypt,78,80,13000000,15000
M. DÃ­az,33,187.96,83.9,GK,Argentina,78,78,6000000,19000
Daniel Podence,23,162.56,64.9,"LM,RM,CAM",Portugal,78,84,14000000,1000
R. Bentancur,21,187.96,72.1,CM,Uruguay,78,90,18500000,66000
C. Pulisic,20,152.4,68.9,"RM,LM",United States,78,86,15000000,44000
Yeray,24,182.88,78,CB,Spain,78,83,12000000,20000
D. Calabria,22,175.26,69.9,RB,Italy,78,88,14500000,52000
B. Chilwell,22,152.4,77.1,LB,England,78,85,12500000,43000
P. Lees-Melou,25,185.42,68.9,CM,France,78,80,12500000,33000
Ronaldo Esler,31,167.64,64.9,"LB,LM",Brazil,78,78,7500000,34000
Claudio CoÃ­ntra,35,175.26,71.2,"CAM,CF",Brazil,78,78,5000000,30000
Everticinho,31,175.26,74.8,"RB,RW,CM",Brazil,78,78,7500000,29000
Sidney Pessinho,27,187.96,84.8,"CDM,CM",Brazil,78,78,9000000,27000
A. Lafont,20,193.04,82.1,GK,France,78,90,14000000,12000
R. Malinovskyi,25,154.94,84.8,CM,Ukraine,78,82,13000000,18000
A. Harit,21,154.94,67.1,"CAM,CM,RW",Morocco,78,86,15500000,25000
Wesley,22,190.5,93.9,ST,Brazil,78,85,15000000,21000
A. Hakimi,20,154.94,73,"RB,LB",Morocco,78,86,12500000,49000
M. Lazzari,25,175.26,67.1,RM,Italy,78,79,12500000,15000
D. SamassÃ©kou,23,152.4,68,CDM,Mali,78,86,13000000,31000
C. Ãœnder,21,172.72,66.2,"RW,LW",Turkey,78,87,16000000,49000
David Neres,22,175.26,66.2,"RW,CAM,LW",Brazil,78,85,14500000,17000
T. Walcott,29,175.26,68,RM,England,79,79,12500000,105000
S. Nasri,31,175.26,74.8,"LM,CM,RM,CAM",France,79,79,11000000,83000
A. Valencia,33,154.94,83,RB,Ecuador,79,79,7000000,110000
A. Masiello,33,182.88,82.1,CB,Italy,79,79,7000000,30000
S. Defour,30,175.26,72.1,CM,Belgium,79,79,11500000,61000
JosÃ© Fonte,35,187.96,81.2,CB,Portugal,79,79,3800000,35000
D. Sturridge,29,154.94,76.2,ST,England,79,79,13000000,120000
